cet_score,jee_score,caste,annual_income,EWS,TFWS,branch,admission_taken,fee_type,target
93,62,ST,165641,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
66,96,ST,930679,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
87,93,ST,710961,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
56,72,SC,331322,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
95,91,SC,367688,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
62,55,OPEN,871143,1,0,None,NotAdmitted,None,None_NotAdmitted_None
89,98,OPEN,506491,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
91,89,OPEN,860649,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
58,77,SC,687536,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
99,61,ST,396694,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
76,50,OPEN,940125,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
51,48,ST,512857,0,1,None,NotAdmitted,None,None_NotAdmitted_None
54,64,OBC,302821,0,0,EXCS,Admitted,OBC,EXCS_Admitted_OBC
78,92,OBC,880237,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
86,91,OPEN,966453,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
87,71,OPEN,377749,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
68,59,OBC,596389,0,0,EXTC,Admitted,OBC,EXTC_Admitted_OBC
57,50,OBC,150713,0,1,BIOM,Admitted,OBC,BIOM_Admitted_OBC
97,91,OPEN,513606,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
94,58,OBC,437547,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
50,55,ST,944898,0,0,EXTC,Admitted,ST,EXTC_Admitted_ST
71,83,SC,628269,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
66,53,ST,481382,0,1,EXTC,Admitted,ST,EXTC_Admitted_ST
56,70,OPEN,195335,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
74,60,OPEN,207441,0,0,None,NotAdmitted,None,None_NotAdmitted_None
94,49,SC,116984,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
53,96,OPEN,749868,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
85,54,OPEN,997748,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
55,94,OPEN,515976,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
80,47,OPEN,756884,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
68,57,OPEN,742742,1,0,None,NotAdmitted,None,None_NotAdmitted_None
93,87,OPEN,149402,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
88,93,OPEN,191656,0,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
76,74,OPEN,165614,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
59,98,OBC,266963,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
75,89,OBC,453153,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
68,50,OBC,533048,0,0,EXTC,Admitted,OBC,EXTC_Admitted_OBC
88,61,OPEN,407980,1,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
52,89,OPEN,883077,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
94,95,OBC,755337,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
62,97,OBC,962839,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
99,63,OBC,894042,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
77,86,OPEN,733669,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
69,79,ST,586134,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
77,90,OPEN,115791,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
57,70,OPEN,158047,1,1,BIOM,Admitted,TFWS,BIOM_Admitted_TFWS
90,95,OBC,594064,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
88,49,OBC,334898,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
50,73,OPEN,561122,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
52,81,OPEN,775025,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
62,64,SC,170246,0,0,EXCS,Admitted,SC,EXCS_Admitted_SC
77,93,OPEN,296936,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
98,65,OPEN,334955,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
74,54,OPEN,448292,0,0,None,NotAdmitted,None,None_NotAdmitted_None
82,49,SC,670178,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
87,80,OPEN,500010,1,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
55,50,ST,657176,0,0,BIOM,Admitted,ST,BIOM_Admitted_ST
93,70,OBC,237821,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
94,48,ST,670819,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
81,83,ST,907040,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
94,83,OPEN,443130,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
96,94,OPEN,446140,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
70,79,OPEN,680305,1,1,EXTC,Admitted,TFWS,EXTC_Admitted_TFWS
65,45,OPEN,597163,1,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
70,68,SC,157676,0,0,INFT,Admitted,SC,INFT_Admitted_SC
60,80,OPEN,635848,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
86,50,OPEN,547617,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
85,85,OPEN,150468,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
84,98,ST,787823,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
68,90,OPEN,551989,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
69,88,OPEN,919555,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
67,75,OPEN,718634,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
96,64,ST,765078,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
90,68,OBC,817997,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
98,69,OPEN,886460,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
63,80,OPEN,147599,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
64,65,OPEN,248469,0,0,None,NotAdmitted,None,None_NotAdmitted_None
80,74,OPEN,340270,0,1,EXTC,Admitted,TFWS,EXTC_Admitted_TFWS
50,68,ST,145406,0,0,INFT,Admitted,ST,INFT_Admitted_ST
52,88,SC,934089,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
65,86,OPEN,167560,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
72,74,ST,616394,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
60,66,OPEN,728431,0,0,None,NotAdmitted,None,None_NotAdmitted_None
61,72,SC,620112,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
59,51,ST,244575,0,0,BIOM,Admitted,ST,BIOM_Admitted_ST
81,79,OPEN,154943,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
65,99,SC,175839,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
57,72,OPEN,706962,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
87,58,OPEN,649633,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
61,100,OPEN,349495,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
73,54,OPEN,150390,0,0,None,NotAdmitted,None,None_NotAdmitted_None
77,60,SC,850401,0,0,INFT,Admitted,SC,INFT_Admitted_SC
57,60,ST,421701,0,0,EXCS,Admitted,ST,EXCS_Admitted_ST
77,98,OBC,101906,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
85,75,ST,632249,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
75,86,SC,257212,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
57,69,OPEN,289773,0,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
99,57,OPEN,439711,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
77,50,OPEN,442808,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
77,88,OBC,181199,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
86,53,ST,885216,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
90,89,OPEN,199764,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
85,80,SC,222357,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
76,100,OBC,442873,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
66,87,OBC,521777,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
58,64,OPEN,412712,0,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
82,62,OPEN,995781,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
69,87,OPEN,959734,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
62,65,OPEN,719256,1,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
77,48,OPEN,260576,0,1,BIOM,Admitted,TFWS,BIOM_Admitted_TFWS
97,94,OBC,923578,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
78,77,OPEN,664585,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
62,71,ST,710682,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
95,51,OBC,561823,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
84,50,OBC,116939,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
55,59,OPEN,543931,0,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
67,62,OBC,406604,0,1,EXCS,Admitted,OBC,EXCS_Admitted_OBC
100,76,ST,299294,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
54,100,OPEN,162119,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
96,55,OPEN,790681,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
74,64,SC,244258,0,0,EXCS,Admitted,SC,EXCS_Admitted_SC
51,68,OPEN,509675,1,0,None,NotAdmitted,None,None_NotAdmitted_None
59,59,OPEN,318827,1,0,None,NotAdmitted,None,None_NotAdmitted_None
79,92,OPEN,367201,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
99,51,OPEN,249805,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
94,65,OBC,905589,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
54,86,OPEN,921462,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
82,70,ST,250685,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
50,88,SC,732900,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
67,100,OBC,477224,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
81,58,OBC,969460,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
96,81,ST,579498,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
98,65,OPEN,236260,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
60,62,ST,338178,0,0,EXCS,Admitted,ST,EXCS_Admitted_ST
70,49,SC,359418,0,0,EXCS,Admitted,SC,EXCS_Admitted_SC
75,47,SC,129680,0,0,INFT,Admitted,SC,INFT_Admitted_SC
74,67,OBC,334433,0,0,INFT,Admitted,OBC,INFT_Admitted_OBC
71,70,OPEN,464446,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
76,81,OPEN,567616,0,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
98,68,SC,548934,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
62,93,OPEN,660733,0,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
82,63,SC,630084,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
83,95,OPEN,933650,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
90,69,OPEN,794491,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
84,65,OPEN,501339,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
50,56,OPEN,763582,1,0,None,NotAdmitted,None,None_NotAdmitted_None
70,85,OBC,910506,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
97,77,OPEN,523041,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
55,94,ST,923271,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
77,97,OBC,993544,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
66,48,OPEN,692610,1,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
54,86,OBC,942753,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
80,51,ST,854534,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
54,66,SC,734388,0,1,INFT,Admitted,SC,INFT_Admitted_SC
87,99,OPEN,623321,0,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
52,77,ST,519204,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
72,61,SC,921939,0,0,EXCS,Admitted,SC,EXCS_Admitted_SC
86,68,OPEN,199244,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
86,78,OPEN,591860,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
59,72,OBC,487932,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
59,87,OPEN,457395,0,1,INFT,Admitted,TFWS,INFT_Admitted_TFWS
68,85,SC,910238,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
66,83,OPEN,230364,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
70,66,ST,923333,0,1,INFT,Admitted,ST,INFT_Admitted_ST
63,93,OBC,510259,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
58,61,OPEN,568977,0,0,None,NotAdmitted,None,None_NotAdmitted_None
95,78,OPEN,502968,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
50,50,OBC,300065,0,0,BIOM,Admitted,OBC,BIOM_Admitted_OBC
100,90,SC,797976,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
94,50,SC,152127,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
62,78,OPEN,886885,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
53,45,OPEN,961864,0,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
50,54,OPEN,711650,0,0,None,NotAdmitted,None,None_NotAdmitted_None
98,65,OBC,373120,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
89,49,OPEN,738464,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
81,46,OPEN,199122,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
83,66,OBC,432548,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
77,92,ST,444076,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
80,46,OPEN,721458,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
57,54,OPEN,439851,1,0,None,NotAdmitted,None,None_NotAdmitted_None
88,78,OBC,582863,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
75,60,OBC,317912,0,0,INFT,Admitted,OBC,INFT_Admitted_OBC
83,92,OPEN,872466,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
52,95,ST,335851,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
99,83,SC,455933,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
61,66,OPEN,720804,1,0,None,NotAdmitted,None,None_NotAdmitted_None
50,56,OPEN,632245,0,0,None,NotAdmitted,None,None_NotAdmitted_None
93,68,OBC,607750,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
54,91,SC,207724,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
79,84,OPEN,498008,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
79,82,OBC,375381,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
66,54,OBC,938018,0,0,EXTC,Admitted,OBC,EXTC_Admitted_OBC
97,79,OPEN,905684,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
96,95,OBC,503923,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
72,93,ST,789566,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
64,76,OPEN,627831,0,1,EXTC,Admitted,TFWS,EXTC_Admitted_TFWS
86,51,OPEN,799495,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
70,65,OPEN,347541,0,0,None,NotAdmitted,None,None_NotAdmitted_None
63,64,ST,728935,0,0,EXCS,Admitted,ST,EXCS_Admitted_ST
51,70,ST,659319,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
60,48,OPEN,274001,0,0,None,NotAdmitted,None,None_NotAdmitted_None
100,90,SC,427891,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
88,96,OBC,551067,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
87,66,OBC,417455,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
83,59,OPEN,605329,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
87,100,OPEN,860691,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
99,84,OPEN,165867,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
83,65,OBC,188780,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
67,59,OPEN,157196,1,0,None,NotAdmitted,None,None_NotAdmitted_None
79,66,ST,697993,0,0,INFT,Admitted,ST,INFT_Admitted_ST
64,96,OPEN,944326,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
76,72,OPEN,974072,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
100,58,OBC,600653,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
83,71,SC,376735,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
87,85,OPEN,721535,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
82,84,OPEN,804253,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
73,72,ST,100727,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
64,70,OPEN,143822,0,1,BIOM,Admitted,TFWS,BIOM_Admitted_TFWS
79,93,OPEN,465543,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
91,46,SC,212113,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
100,69,OPEN,319606,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
66,100,OPEN,492575,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
54,47,OPEN,490732,0,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
78,52,OPEN,684379,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
53,88,OPEN,573594,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
59,77,OPEN,254591,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
66,86,OPEN,510609,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
59,96,OPEN,305603,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
66,79,SC,980624,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
69,50,OPEN,279006,1,0,None,NotAdmitted,None,None_NotAdmitted_None
73,83,OPEN,472949,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
54,96,ST,259912,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
83,67,OBC,713655,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
55,69,OPEN,113265,1,0,None,NotAdmitted,None,None_NotAdmitted_None
51,94,ST,498640,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
62,87,OPEN,513841,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
92,63,OPEN,703910,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
92,49,SC,784547,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
97,95,OBC,398073,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
60,55,OPEN,424036,1,0,None,NotAdmitted,None,None_NotAdmitted_None
100,100,OPEN,775899,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
96,56,OBC,418774,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
72,54,OPEN,321711,1,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
65,52,ST,586626,0,0,EXTC,Admitted,ST,EXTC_Admitted_ST
80,68,OPEN,270457,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
60,72,ST,755313,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
65,85,OBC,711868,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
57,80,SC,439606,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
53,81,SC,737684,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
89,65,OBC,459181,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
53,52,OPEN,195310,0,0,None,NotAdmitted,None,None_NotAdmitted_None
74,99,OPEN,256080,0,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
52,53,OPEN,411072,1,0,None,NotAdmitted,None,None_NotAdmitted_None
81,91,ST,838456,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
52,59,SC,189876,0,0,EXTC,Admitted,SC,EXTC_Admitted_SC
76,92,OPEN,649264,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
78,90,OPEN,869302,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
81,84,OPEN,487128,0,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
99,62,OBC,782986,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
100,86,OPEN,460400,0,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
68,64,SC,462681,0,0,EXCS,Admitted,SC,EXCS_Admitted_SC
70,50,ST,290861,0,1,EXCS,Admitted,ST,EXCS_Admitted_ST
54,56,OPEN,733619,0,0,None,NotAdmitted,None,None_NotAdmitted_None
67,46,OPEN,819005,1,0,None,NotAdmitted,None,None_NotAdmitted_None
77,51,OPEN,351666,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
91,60,OPEN,369670,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
71,47,OPEN,728151,0,0,None,NotAdmitted,None,None_NotAdmitted_None
70,89,OPEN,299121,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
55,47,ST,435510,0,0,None,NotAdmitted,None,None_NotAdmitted_None
50,71,OPEN,552333,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
54,94,OPEN,156096,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
90,87,ST,763270,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
61,84,SC,957617,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
75,82,OPEN,150248,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
95,77,OBC,305728,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
83,72,OPEN,179888,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
98,45,SC,306354,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
63,99,SC,340346,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
75,52,OBC,718821,0,1,INFT,Admitted,OBC,INFT_Admitted_OBC
94,81,OPEN,141954,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
76,76,SC,451863,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
58,92,OPEN,764164,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
75,87,OPEN,848065,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
96,81,OPEN,362739,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
71,48,OPEN,391736,0,0,None,NotAdmitted,None,None_NotAdmitted_None
96,74,OPEN,664931,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
79,50,SC,354793,0,1,INFT,Admitted,SC,INFT_Admitted_SC
92,90,ST,424809,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
97,98,OPEN,368116,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
66,63,OPEN,378026,1,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
75,76,OPEN,821754,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
85,53,OPEN,564271,0,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
50,56,OPEN,779129,0,0,None,NotAdmitted,None,None_NotAdmitted_None
57,55,ST,649308,0,0,EXTC,Admitted,ST,EXTC_Admitted_ST
98,90,OPEN,464765,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
84,99,OPEN,971806,0,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
64,60,OPEN,144912,0,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
96,45,ST,112879,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
71,89,SC,658086,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
63,99,ST,732079,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
75,97,SC,583042,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
77,65,OPEN,801433,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
72,74,OPEN,437935,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
63,57,OBC,953415,0,1,EXTC,Admitted,OBC,EXTC_Admitted_OBC
73,78,OPEN,587947,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
51,48,OBC,758210,0,0,None,NotAdmitted,None,None_NotAdmitted_None
94,72,OPEN,259472,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
75,82,OPEN,898385,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
63,75,OBC,730698,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
100,99,OBC,749443,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
56,71,SC,254607,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
52,49,OPEN,830896,0,0,None,NotAdmitted,None,None_NotAdmitted_None
96,69,OBC,568255,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
72,47,OPEN,352712,1,0,None,NotAdmitted,None,None_NotAdmitted_None
95,77,OPEN,967461,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
92,48,OPEN,104055,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
96,69,OPEN,400314,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
94,64,OPEN,329016,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
67,78,OPEN,862945,0,1,EXTC,Admitted,TFWS,EXTC_Admitted_TFWS
87,70,OPEN,986408,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
84,49,OPEN,390395,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
100,79,OPEN,760284,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
64,72,OPEN,148037,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
74,73,OPEN,192115,1,1,BIOM,Admitted,TFWS,BIOM_Admitted_TFWS
86,53,OBC,964358,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
77,96,OPEN,572032,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
